"Distance[m]" "Pseudodepth[m]" "Apparent resistivity[ohmm]"
5392.5 15 253.527
5437.5 15 148.110
5397.5 15 232.321
5442.5 15 151.975
5402.5 15 215.827
5447.5 15 171.154
5407.5 15 170.636
5452.5 15 186.799
5405 10 420.973
5435 10 331.752
5465 10 474.380
5410 10 260.752
5440 10 374.478
5470 10 591.248
5415 10 212.372
5445 10 368.195
5475 10 473.752
5390 10 684.239
5420 10 242.531
5450 10 431.655
5480 10 498.257
5395 10 488.203
5425 10 272.062
5455 10 425.372
5485 10 590.619
5400 10 516.478
5430 10 287.142
5460 10 441.708
5397.5 5 1482.832
5412.5 5 491.345
5427.5 5 626.748
5442.5 5 961.327
5457.5 5 907.920
5472.5 5 986.460
5487.5 5 1021.018
5402.5 5 870.221
5417.5 5 363.011
5432.5 5 761.836
5447.5 5 948.761
5462.5 5 885.929
5477.5 5 1294.336
5492.5 5 644.026
5407.5 5 548.522
5422.5 5 498.885
5437.5 5 889.071
5452.5 5 973.894
5467.5 5 1137.257
5482.5 5 882.788
5480 120 33.175
5500 120 32.572
5520 120 29.443
5470 100 28.965
5490 100 28.526
5510 100 26.138
5530 100 25.761
5550 100 26.169
5500 80 21.128
5520 80 21.539
5540 80 22.795
5560 80 22.117
5580 80 21.363
5570 60 20.866
5590 60 21.564
5610 60 16.908
5530 60 17.794
5550 60 19.604
5600 40 24.881
5620 40 17.509
5640 40 16.864
5560 40 15.444
5580 40 21.677
5630 20 38.202
5590 20 42.349
5650 20 36.694
5610 20 47.312
5670 20 48.632
5535 30 28.086
5545 30 19.377
5465 30 41.375
5555 30 21.507
5475 30 33.939
5485 30 30.442
5495 30 28.991
5505 30 30.131
5515 30 40.998
5525 30 36.785
5500 20 89.724
5560 20 51.836
5520 20 80.488
5480 20 95.944
5540 20 57.365
5512.5 15 193.208
5557.5 15 109.375
5517.5 15 124.030
5562.5 15 111.165
5522.5 15 117.574
5567.5 15 99.431
5482.5 15 233.734
5527.5 15 147.074
5572.5 15 79.404
5487.5 15 174.877
5532.5 15 164.934
5577.5 15 85.671
5492.5 15 212.058
5537.5 15 114.605
5497.5 15 232.792
5542.5 15 81.619
5502.5 15 280.387
5547.5 15 62.109
5507.5 15 237.504
5552.5 15 81.524
5505 10 573.027
5535 10 226.823
5565 10 227.451
5510 10 461.500
5540 10 182.212
5570 10 204.518
5515 10 333.637
5545 10 130.062
5575 10 230.907
5490 10 566.743
5520 10 343.690
5550 10 101.788
5580 10 298.451
5495 10 440.765
5525 10 345.575
5555 10 162.734
5585 10 302.221
5500 10 510.509
5530 10 311.018
5560 10 255.097
5497.5 5 716.283
5512.5 5 925.199
5527.5 5 873.363
5542.5 5 222.896
5557.5 5 272.690
5572.5 5 747.699
5587.5 5 628.319
5502.5 5 879.646
5517.5 5 948.761
5532.5 5 502.184
5547.5 5 220.383
5562.5 5 574.126
5577.5 5 678.584
5592.5 5 659.734
5507.5 5 819.956
5522.5 5 791.681
5537.5 5 470.296
5552.5 5 196.350
5567.5 5 503.911
5582.5 5 644.026
5580 120 29.066
5600 120 24.052
5620 120 24.580
5570 100 24.504
5590 100 18.912
5610 100 20.986
5630 100 29.437
5650 100 28.777
5600 80 21.790
5620 80 22.092
5640 80 21.941
5660 80 24.328
5680 80 25.133
5670 60 23.166
5690 60 22.657
5710 60 21.583
5630 60 18.058
5650 60 19.962
5700 40 22.871
5720 40 22.871
5740 40 28.425
5660 40 23.298
5680 40 28.274
5730 20 35.437
5690 20 36.945
5750 20 42.537
5710 20 46.558
5770 20 39.898
5635 30 18.228
5645 30 22.242
5565 30 22.667
5655 30 29.518
5575 30 30.536
5585 30 26.993
5595 30 25.164
5605 30 24.787
5615 30 25.626
5625 30 20.772
5600 20 41.092
5660 20 55.355
5620 20 39.458
5580 20 44.925
5640 20 29.908
5612.5 15 68.754
5657.5 15 65.738
5617.5 15 70.921
5662.5 15 79.686
5622.5 15 62.863
5667.5 15 87.273
5582.5 15 90.808
5627.5 15 85.530
5672.5 15 69.461
5587.5 15 121.391
5632.5 15 56.926
5677.5 15 58.339
5592.5 15 105.652
5637.5 15 57.633
5597.5 15 112.956
5642.5 15 51.035
5602.5 15 74.032
5647.5 15 53.957
5607.5 15 84.399
5652.5 15 50.988
5605 10 297.195
5635 10 97.169
5665 10 123.025
5610 10 169.646
5640 10 91.860
5670 10 150.168
5615 10 147.027
5645 10 80.833
5675 10 112.532
5590 10 263.894
5620 10 199.805
5650 10 111.212
5680 10 125.318
5595 10 206.717
5625 10 173.416
5655 10 114.480
5685 10 97.798
5600 10 252.584
5630 10 95.222
5660 10 139.487
5597.5 5 509.252
5612.5 5 766.549
5627.5 5 166.190
5642.5 5 142.628
5657.5 5 327.982
5672.5 5 268.135
5687.5 5 126.606
5602.5 5 889.071
5617.5 5 390.186
5632.5 5 153.938
5647.5 5 196.035
5662.5 5 367.880
5677.5 5 202.947
5692.5 5 171.217
5607.5 5 532.186
5622.5 5 490.088
5637.5 5 159.279
5652.5 5 273.004
5667.5 5 361.283
5682.5 5 141.058
5680 120 33.175
5700 120 34.645
5720 120 37.699
5670 100 27.018
5690 100 29.688
5710 100 32.044
5730 100 27.269
5750 100 28.651
5700 80 26.138
5720 80 24.404
5740 80 19.955
5760 80 25.007
5780 80 29.933
5770 60 26.672
5790 60 29.839
5810 60 30.442
5730 60 20.716
5750 60 19.208
5800 40 29.003
5820 40 32.044
5840 40 19.981
5760 40 25.661
5780 40 24.819
5830 20 26.641
5790 20 35.500
5850 20 20.496
5810 20 40.275
5870 20 12.811
5735 30 29.782
5745 30 33.383
5665 30 32.204
5755 30 31.762
5675 30 29.594
5685 30 28.369
5695 30 26.861
5705 30 30.159
5715 30 30.527
5725 30 29.716
5700 20 54.852
5760 20 43.354
5720 20 41.720
5680 20 34.495
5740 20 39.144
5712.5 15 52.543
5757.5 15 54.051
5717.5 15 54.287
5762.5 15 50.281
5722.5 15 61.450
5767.5 15 48.726
5682.5 15 52.873
5727.5 15 55.182
5772.5 15 54.852
5687.5 15 63.617
5732.5 15 56.502
5777.5 15 52.213
5692.5 15 69.272
5737.5 15 52.449
5697.5 15 75.068
5742.5 15 53.250
5702.5 15 67.906
5747.5 15 55.371
5707.5 15 60.837
5752.5 15 66.916
5705 10 80.519
5735 10 94.939
5765 10 78.728
5710 10 103.201
5740 10 88.027
5770 10 69.806
5715 10 95.944
5745 10 111.621
5775 10 77.126
5690 10 112.815
5720 10 76.686
5750 10 104.301
5780 10 61.292
5695 10 107.851
5725 10 96.227
5755 10 96.698
5785 10 53.564
5700 10 86.708
5730 10 114.165
5760 10 83.284
5697.5 5 212.058
5712.5 5 231.850
5727.5 5 165.876
5742.5 5 181.898
5757.5 5 214.257
5772.5 5 95.504
5787.5 5 71.314
5702.5 5 214.885
5717.5 5 201.062
5732.5 5 151.425
5747.5 5 257.925
5762.5 5 141.843
5777.5 5 85.608
5792.5 5 75.398
5707.5 5 261.538
5722.5 5 177.186
5737.5 5 183.155
5752.5 5 193.522
5767.5 5 114.354
5782.5 5 76.027
5780 120 37.058
5800 120 34.268
5820 120 31.177
5770 100 26.452
5790 100 25.981
5810 100 28.243
5830 100 28.023
5850 100 36.851
5800 80 25.108
5820 80 23.047
5840 80 20.106
5860 80 33.678
5880 80 30.637
5870 60 22.469
5890 60 25.372
5910 60 20.508
5830 60 21.338
5850 60 16.795
5900 40 17.354
5920 40 10.418
5940 40 17.090
5860 40 14.577
5880 40 15.268
5930 20 18.385
5890 20 22.902
5950 20 19.604
5910 20 19.930
5970 20 12.441
5835 30 22.996
5845 30 21.036
5765 30 28.274
5855 30 20.640
5775 30 24.391
5785 30 24.768
5795 30 29.123
5805 30 30.159
5815 30 28.293
5825 30 23.562
5800 20 39.710
5860 20 22.054
5820 20 29.217
5780 20 34.181
5840 20 26.075
5812.5 15 38.170
5857.5 15 27.049
5817.5 15 36.568
5862.5 15 28.369
5822.5 15 38.642
5867.5 15 26.295
5782.5 15 46.181
5827.5 15 43.967
5872.5 15 21.159
5787.5 15 39.443
5832.5 15 34.777
5877.5 15 21.865
5792.5 15 44.155
5837.5 15 29.782
5797.5 15 56.313
5842.5 15 26.766
5802.5 15 56.219
5847.5 15 26.578
5807.5 15 48.726
5852.5 15 24.787
5805 10 74.958
5835 10 48.789
5865 10 38.673
5810 10 57.460
5840 10 51.114
5870 10 44.925
5815 10 53.533
5845 10 44.611
5875 10 33.458
5790 10 54.255
5820 10 68.707
5850 10 48.820
5880 10 36.254
5795 10 62.078
5825 10 64.403
5855 10 40.307
5885 10 48.569
5800 10 74.990
5830 10 58.308
5860 10 38.265
5797.5 5 73.042
5812.5 5 104.301
5827.5 5 165.876
5842.5 5 135.403
5857.5 5 127.235
5872.5 5 86.080
5887.5 5 125.035
5802.5 5 98.960
5817.5 5 127.706
5832.5 5 178.128
5847.5 5 120.009
5862.5 5 106.186
5877.5 5 67.230
5892.5 5 137.288
5807.5 5 92.834
5822.5 5 167.133
5837.5 5 149.854
5852.5 5 121.265
5867.5 5 99.274
5882.5 5 116.867
5880 120 33.552
5900 120 33.175
5920 120 34.683
5870 100 26.389
5890 100 24.991
5910 100 27.835
5930 100 27.583
5950 100 36.411
5900 80 20.860
5920 80 23.122
5940 80 18.824
5960 80 27.344
5980 80 21.840
5970 60 18.736
5990 60 18.812
6010 60 25.013
5930 60 16.116
5950 60 13.873
6000 40 15.984
6020 40 17.530
6040 40 11.159
5960 40 11.875
5980 40 25.133
6030 20 12.629
5990 20 17.254
6050 20 21.419
6010 20 15.444
6070 20 16.921
5935 30 15.834
5945 30 16.927
5865 30 16.163
5955 30 16.116
5875 30 16.880
5885 30 16.277
5895 30 17.445
5905 30 17.342
5915 30 16.804
5925 30 14.137
5900 20 25.082
5960 20 14.169
5920 20 19.258
5880 20 18.108
5940 20 20.961
5912.5 15 30.866
5957.5 15 23.232
5917.5 15 30.112
5962.5 15 18.897
5922.5 15 30.018
5967.5 15 18.991
5882.5 15 23.515
5927.5 15 30.206
5972.5 15 17.342
5887.5 15 26.154
5932.5 15 28.463
5977.5 15 20.876
5892.5 15 32.940
5937.5 15 29.264
5897.5 15 33.317
5942.5 15 27.049
5902.5 15 29.028
5947.5 15 30.018
5907.5 15 29.735
5952.5 15 24.740
5905 10 60.633
5935 10 54.507
5965 10 34.526
5910 10 47.030
5940 10 56.172
5970 10 25.070
5915 10 54.569
5945 10 55.512
5975 10 35.563
5890 10 45.208
5920 10 70.623
5950 10 41.815
5980 10 33.898
5895 10 41.500
5925 10 61.952
5955 10 45.239
5985 10 23.311
5900 10 64.748
5930 10 52.527
5960 10 45.208
5897.5 5 157.394
5912.5 5 130.062
5927.5 5 103.987
5942.5 5 142.314
5957.5 5 87.965
5972.5 5 84.509
5987.5 5 86.865
5902.5 5 141.058
5917.5 5 132.261
5932.5 5 131.319
5947.5 5 122.836
5962.5 5 101.473
5977.5 5 70.058
5992.5 5 91.420
5907.5 5 148.911
5922.5 5 120.009
5937.5 5 117.496
5952.5 5 116.239
5967.5 5 53.627
5982.5 5 86.551
5980 120 31.554
6000 120 24.957
6020 120 28.651
5970 100 22.305
5990 100 19.761
6010 100 26.389
6030 100 28.714
6050 100 34.777
6000 80 20.106
6020 80 25.510
6040 80 24.027
6060 80 25.736
6080 80 23.273
6070 60 18.680
6090 60 15.815
6110 60 18.397
6030 60 18.359
6050 60 16.211
6100 40 14.363
6120 40 15.582
6140 40 14.715
6060 40 14.363
6080 40 14.326
6130 20 18.473
6090 20 20.546
6150 20 20.043
6110 20 18.171
6170 20 16.902
6035 30 14.552
6045 30 15.739
5965 30 12.855
6055 30 15.570
5975 30 13.204
5985 30 16.654
5995 30 17.059
6005 30 16.116
6015 30 15.146
6025 30 13.666
6000 20 18.089
6060 20 17.480
6020 20 14.571
5980 20 15.714
6040 20 19.635
6012.5 15 17.252
6057.5 15 22.337
6017.5 15 18.072
6062.5 15 22.855
6022.5 15 16.475
6067.5 15 24.363
5982.5 15 19.179
6027.5 15 18.991
6072.5 15 25.683
5987.5 15 18.850
6032.5 15 20.499
6077.5 15 26.248
5992.5 15 15.551
6037.5 15 23.468
5997.5 15 18.793
6042.5 15 22.996
6002.5 15 19.321
6047.5 15 23.232
6007.5 15 19.179
6052.5 15 22.808
6005 10 24.756
6035 10 29.185
6065 10 34.149
6010 10 25.227
6040 10 31.385
6070 10 34.463
6015 10 22.368
6045 10 30.976
6075 10 37.762
5990 10 23.248
6020 10 21.331
6050 10 30.976
6080 10 40.024
5995 10 25.321
6025 10 25.196
6055 10 33.961
6085 10 40.684
6000 10 24.065
6030 10 27.992
6060 10 35.406
5997.5 5 83.409
6012.5 5 60.554
6027.5 5 36.537
6042.5 5 61.827
6057.5 5 57.146
6072.5 5 60.758
6087.5 5 77.597
6002.5 5 80.111
6017.5 5 38.485
6032.5 5 45.459
6047.5 5 52.575
6062.5 5 54.774
6077.5 5 71.000
6092.5 5 75.712
6007.5 5 57.978
6022.5 5 40.369
6037.5 5 46.700
6052.5 5 58.779
6067.5 5 64.088
6082.5 5 73.827
6080 120 33.062
6100 120 32.421
6120 120 32.421
6070 100 27.458
6090 100 29.437
6110 100 24.504
6130 100 26.609
6150 100 31.762
6100 80 20.106
6120 80 22.142
6140 80 22.619
6160 80 24.228
6180 80 24.127
6170 60 18.190
6190 60 16.192
6210 60 17.926
6130 60 17.907
6150 60 18.265
6200 40 17.593
6220 40 15.595
6240 40 15.896
6160 40 11.850
6180 40 15.419
6230 20 18.912
6190 20 21.488
6250 20 24.498
6210 20 18.152
6270 20 22.299
6135 30 15.645
6145 30 16.559
6065 30 14.373
6155 30 14.891
6075 30 12.667
6085 30 15.457
6095 30 16.041
6105 30 16.116
6115 30 15.362
6125 30 16.003
6100 20 19.227
6160 20 18.284
6120 20 18.165
6080 20 20.288
6140 20 18.988
6112.5 15 23.750
6157.5 15 23.091
6117.5 15 23.609
6162.5 15 21.488
6122.5 15 21.630
6167.5 15 20.405
6082.5 15 27.332
6127.5 15 22.902
6172.5 15 19.038
6087.5 15 26.107
6132.5 15 21.347
6177.5 15 21.064
6092.5 15 25.164
6137.5 15 22.761
6097.5 15 24.881
6142.5 15 20.546
6102.5 15 24.740
6147.5 15 21.441
6107.5 15 25.918
6152.5 15 21.865
6105 10 40.212
6135 10 30.411
6165 10 26.546
6110 10 36.725
6140 10 26.892
6170 10 23.468
6115 10 35.971
6175 10 23.625
6090 10 39.207
6120 10 31.385
6150 10 25.950
6180 10 27.458
6095 10 41.186
6125 10 30.819
6155 10 1718.451
6185 10 28.620
6100 10 39.961
6130 10 30.442
6160 10 26.201
6097.5 5 71.942
6112.5 5 82.310
6127.5 5 47.155
6142.5 5 38.579
6157.5 5 31.008
6172.5 5 29.751
6187.5 5 33.772
6102.5 5 74.770
6117.5 5 61.340
6132.5 5 50.548
6147.5 5 34.133
6162.5 5 31.259
6177.5 5 26.939
6192.5 5 38.563
6107.5 5 65.659
6122.5 5 71.314
6137.5 5 39.506
6152.5 5 35.767
6167.5 5 27.662
6182.5 5 37.039
